,Tweet,Scores
68,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
69,riskan halo saya bencana bot untuk lapor banjir di sekitar sila balas dengan,-1.0
70,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
71,ciluukkbaa apresiasi bijak aniesbaswedan tangan banjir pakar hidrodinamika gubernur luar biasa please jangan,-1.0
72,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
73,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
74,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
75,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
76,viral video rawan fpi pinjam dayung evakuasi korban banjir dicuekin oknum polisi,-1.0
77,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
78,mudzakmodjo halo saya bencana bot untuk lapor banjir di sekitar sila balas dengan,-1.0
79,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
80,beneran kayak parasite kalau dipikirpikir jakarta banjir dan timpang yang nyata,-1.0
81,maspiyuuu komplek gw di bintaro dari dulu langgan banjirgw bicara pasca banjir ajapenanganan era gubanis lebih baik,1.0
82,status tanggap darurat bencana banjir di bekas panjang,-1.0
83,masih tinggi curah hujan yang jadi di jabodetabek buat badan kaji dan terap teknologi bppt ber,1.0
84,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
85,salur air kampung yg guna trashblock nyaring sampah untuk cegah sumbat salur dan banjir,-1.0
86,siang malam buzzerp dan curut2nya sibuk nyalahin aniesbaswedan karena banjir yang janji jadi presiden bisa atas b,1.0
87,1 minggu di 2020 banjir jabodetabek bakar hutan australia natuna world war 3 reynhard sinaga wew,-1.0
88,kerjasama dgn kemenhub temen temen ojol bantu distribusi bantu ke korban banjir jakarta,-1.0
89,desa wamendes budimuni98 pasti juga sudah aktif beberapa poskodi beberapa lokasi yang tedampak,1.0
90,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
91,enih senetron eang gagal orbit di stasiyen tipi tetangga critanye ada sorang warga korban banjir eang mau nuntut tanggung,-1.0
92,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
93,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
94,beneran kayak parasite kalau dipikirpikir jakarta banjir dan timpang yang nyata,-1.0
95,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
96,beneran kayak parasite kalau dipikirpikir jakarta banjir dan timpang yang nyata,-1.0
97,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
98,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
99,kritik anis di bilang gak mup on ato bela nista agama ndasmu lah aq bukan warga dki cuk bagi jkw menangwowo jadi,-1.0
100,tito sebut mukim puncak bogor sebab banjir jabodetabek pak kalo bikin statement kordinasi dulu sama buzzerbuzzer m,1.0
101,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
102,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
103,jabodetabek banjir air kalian berisik tengah mati tapi saat jiwasraya indikasi banjir korupsi trilyunan kali,-1.0
104,tito sebut mukim puncak bogor sebab banjir jabodetabek pak kalo bikin statement kordinasi dulu sama buzzerbuzzer m,1.0
105,turut juru bicara tim advokasi korban banjir dki jakarta 2020 alvon kurnia palma ajak korban banjir utk gugat,-1.0
106,kabupaten bogor tetap status tanggap darurat bencana banjir dan tanah longsor 2 16 januari 2020,-1.0
107,1 minggu di 2020 banjir jabodetabek bakar hutan australia natuna world war 3 reynhard sinaga wew,-1.0
108,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
109,normalisasi sungai tdk jalan anggar tanggulang banjir rang pompa tdk kerja maksimal sistem drainase y,1.0
110,share gugat class action korban banjir dki jakarta di tahun 2020 pemprov dki amp anies baswedan nilai lalai amp tidak,-1.0
111,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
112,halo sobat polri ikut adalah sebar posko logistik banjir di jakarta bagi anda yang ingin beri bantu berup,1.0
113,alir kali ciliwung lintas 34 lurah di jakarta data podes 2018 ada 16 lurah langgan banjir sedih cuma 8,-1.0
114,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
115,orang pinter banjir ini krn normalisasi kita hambat orang bodoh maaf bp ini smua krn air dr selatan tdk kendali,-1.0
116,diet suku suku paruh susah eh nak jaga makan benar tak susah kalau praktik dari sekarangkita pun tengah be,-1.0
117,crazgomchun percaya air adalah anugrah dunia tumbuh karna air arti banyak anugrah yg ingin buat tumbu,1.0
118,kenal engine water hammer dan klaim asuransi saat banjir usai jabodeta,-1.0
119,knp lbh dki tdk bela warga jkt dlm kasus banjir nyata tokoh lbh dki nursyahbani katjasungkana adalah anggota tgupp,1.0
120,kata anggota tim tgupp banjir jakarta adalah banjir kirim dan siklus 200 tahun klo sdh tau begitu knapa tdk diantis,-1.0
121,memeidl nitip barang receh syopi gue yang ancur gegara banjir ntar gue balik lagi jangan dipungutin yak,-1.0
122,1 minggu di 2020 banjir jabodetabek bakar hutan australia natuna world war 3 reynhard sinaga wew,-1.0
123,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
124,ab bekyun ini lg ospek trus kasi muhasabah diri tapi bosen krna dah sering dia mlh kaget liat temen nya pada banj,1.0
125,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
126,ab bekyun ini lg ospek trus kasi muhasabah diri tapi bosen krna dah sering dia mlh kaget liat temen nya pada banj,1.0
127,edan aniesbaswedan sebar kabar bohong hoax kemang tidak banjir,-1.0
128,nenek 71 th tinggal dlm rumah sendiri di green ville blok bn pas banjir kemaren viralkan biar sampai ke mendagri pak,-1.0
129,1 nkcthi 2020 awal tahun memang paling pas nonton film keluarga yg sedihsedih dah panjang nonton ra,-1.0
130,kasus jiwasraya mereka coba salah sby kasus banjir jabodetabek3 provinsi mereka salah dan bully anies kasus,-1.0
131,dari wag rt rw soal pa anis klw ke kemangbangka datang nya hanya ke mesjid mesjid gak banjir oh gitu,-1.0
132,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
133,dewapuci bagai netijen yg berliterasi rendah tuju program sebut benar apa ya nabung air atau kura,1.0
134,anyaselalubenar sampe banjir dan kelaperan gtu bilang kata kemang gak kebanjiranlaaahh bijimanaaahhh,-1.0
135,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
136,diet suku suku paruh susah eh nak jaga makan benar tak susah kalau praktik dari sekarangkita pun tengah be,-1.0
137,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
138,selamat datang di negara santuy dmn saat ada banjir bukan ngungsi malah asik2n renang pake pakai bikini,1.0
139,antara mereka ada orang penting di majelis ulama indonesia mui beliau komentar nyata lawan anies kerja sistem,1.0
140,drkoko28 kayak banjir di jakarta akan lebih mudah di atas klo pak anie jadi presiden,1.0
141,dulu lbh jakarta kritis hadap jokowi lbh jakarta jadi tanggung jawab aksi cor kaki yg tinggal dunia saat demo ganja,-1.0
142,bersih lumpur pasca banjir di jl di panjaitan oleh sdbm jakarta timur,1.0
143,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
144,amat bagai presiden pun jokowi tak mampu beres banjir,-1.0
145,muslim muin anggota tgupp bentuk wan zigzag betul singkat tangkap air rumah sy banjir tampung sementara a,-1.0
146,smart dikit gog klo mau nyerang dan buat framing jangan telan bulat bulat pesan katak bina demi nasi bungkus,-1.0
147,sangat tdk martabat beda dapat sila tp tdk elok saling ngejek seperti ini mau jadi apa negeri ini,1.0
148,moga segera akhir bencana,1.0
149,kemenhub ungkap proyek kereta cepat china jadi picu banjir tol jakartacikampek buat cebong salah anies jauh,-1.0
150,ngga ada yg berani nge blame tanggung jawab siapae banjir longsor lebak dan bogor ya,-1.0
151,kirim 5 mobil bantu barang untuk korban longsor dan banjir bandang di sukajaya bogor biar jalan yg jau,-1.0
152,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
153,hahaha kerja kerja anggota dpr mirip unjuk kerja masyarakat jepang sumaui bemsi lbhjakarta,1.0
154,di hidup ini tak ada yg abadi dinamis berubah2 impermanence seringkali kita perlu tampar nyata dulu agar be,-1.0
155,terimakasih kami ucap kpd anggota dprd dki wabil khusus ibu desiecsari yg mn dpt luang waktu utk berkunju,1.0
156,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
157,ungsi korban banjir di lebak mulai serang sakit,-1.0
158,ibu2 muslimat ini sungguh luar biasa militansi tuk manusia tak perlu ragu kawal banser kab lebak ibu2 ppmuslim,-1.0
159,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
160,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
161,beneran kayak parasite kalau dipikirpikir jakarta banjir dan timpang yang nyata,-1.0
162,korban tewas akibat banjir banyak di jabar kok ridwan kamil nggak dibully netizen karena ridwan kamil adalah main,-1.0
163,normalisasi sungai tdk jalan anggar tanggulang banjir rang pompa tdk kerja maksimal sistem drainase y,1.0
164,menko pmk muhadjir effendy terima kasih kepada perintah daerah karena tangan banjirtanah longsor dengan baik,1.0
165,warga korban banjir siap gugat perintah lanjut lbh saja sebut ini sangat dasar karena tidak ada sistem ingat,-1.0
166,gara2 banjir anis bakal di gugat oleh warga jakarta tuntut aja masyarakat hak ko kita lihat berapa jauh dia bi,-1.0
167,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
168,dari orba reformasi neo reformasi sampai orba 40 kartun ttg sebab banjir mungkin selalu sama narasi orang duga,-1.0
169,nenek 71 th tinggal dlm rumah sendiri di green ville blok bn pas banjir kemaren viralkan biar sampai ke mendagri pak,-1.0
170,tito sebut mukim puncak bogor sebab banjir jabodetabek pak kalo bikin statement kordinasi dulu sama buzzerbuzzer m,1.0
171,diet suku suku paruh susah eh nak jaga makan benar tak susah kalau praktik dari sekarangkita pun tengah be,-1.0
172,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
173,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
174,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
175,anies baswedan gagal tangan banjir dki,-1.0
176,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
177,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
178,dokumen rusak rendam banjir tak usah panik kini kamu bisa restorasi dokumen yang rendam banjir seperti ijazah,-1.0
179,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warg,-1.0
180,nenek 71 th tinggal dlm rumah sendiri di green ville blok bn pas banjir kemaren viralkan biar sampai ke mendagri pak,-1.0
181,ab bekyun ini lg ospek trus kasi muhasabah diri tapi bosen krna dah sering dia mlh kaget liat temen nya pada banj,1.0
182,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
183,moga air cepat surut dan sebab banjir yang sering landa bojonegara selesai,1.0
184,makanya jaga bacot lo dennysiregar7 kemarin lo bilang kirim bu risma ke jkt soal banjir pasti beres noh jawab,-1.0
185,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
186,kepada kadistan kadal istana yang baru muncul kembang biak telah hujan dan sekadar ingat h,1.0
187,jajar polres tasikmalaya kota sisih rizki bantu korban banjir gtgtgt,-1.0
188,tito sebut mukim puncak bogor sebab banjir jabodetabek pak kalo bikin statement kordinasi dulu sama buzzerbuzzer m,1.0
189,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
190,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
191,ibu2 muslimat ini sungguh luar biasa militansi tuk manusia tak perlu ragu kawal banser kab lebak ibu2 ppmuslim,-1.0
192,makanya jaga bacot lo dennysiregar7 kemarin lo bilang kirim bu risma ke jkt soal banjir pasti beres noh jawab,-1.0
193,jakarta banjir warga marah ke gubernur baru inget gue bekas banjir kaga ada tu yg marah ke gubernur,-1.0
194,e100ss banjir benjeng gresikmulai dari kantor camat sudah tinggi,1.0
195,4y4nkz jokowi aniesbaswedan ngiler aja dilapin gimana kalo muntah pas ngebersiin bekas banjir,-1.0
196,wni dr amerika pun turut empat thd korban banjir jakarta serta kecam kerja gabener wanaibon yg buruk menghamburka,-1.0
197,hebat sekali warga kemang yg bisa tangkap dan tahan air agar tidak kemanamana,-1.0
198,makanya jaga bacot lo dennysiregar7 kemarin lo bilang kirim bu risma ke jkt soal banjir pasti beres noh jawab,-1.0
199,kresek merah itu isi pampers bayi penuh mbok yo kiro2 lek ate nyampah ngko lek banjir nyalahno perintah lha laku,1.0
200,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
201,salah satu desa yg lewat rawan pks bogor saat tuju lokasi isolir dampak banjir bandang di kp sarongge desa cisarua,-1.0
202,jrkw19 wah nyata usaha anis utk atas banjir di dki dg cara berselfy ria di pinggir sungai tsb ini baru s,1.0
203,aniesbaswedan dkijakarta humasdki korban ini warga jakarta kan,-1.0
204,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
205,rezim gak mutu infrastruktur program andal pun gak mutu tuju rezim ini rezim gak mutu proyek kereta cepat indo,-1.0
206,kasus jiwasraya mereka coba salah sby kasus banjir jabodetabek3 provinsi mereka salah dan bully anies kasus,-1.0
207,salur air kampung yg guna trashblock nyaring sampah untuk cegah sumbat salur dan banjir,-1.0
208,nenek 71 th tinggal dlm rumah sendiri di green ville blok bn pas banjir kemaren viralkan biar sampai ke mendagri pak,-1.0
209,lbh jakarta pernah serang basukibtp soal gusur jelang pilkada dki 2017 bhkan ikut2an serang ganjarpranowo soal se,1.0
210,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
211,stevaniehuangg padahal yg banyak jadi korban tewas saat banjir amp tanah longsor propinsi jabar kok warga jabar ga ada y,-1.0
212,temen2 suporter persib bandung bantu korban banjir di jakarta dari bung ferry,-1.0
213,knp lbh dki tdk bela warga jkt dlm kasus banjir nyata tokoh lbh dki nursyahbani katjasungkana adalah anggota tgupp,1.0
214,sssttbpk rapat dulu yaa kait optimalisasi mitigasi banjir semangat pak aniesbaswedan,1.0
215,yg pertama di indonesia ganjarpranowo terbit pergub didik anti korupsi gaosaah bilang di dki kapan yaa solar,-1.0
216,1 minggu di 2020 banjir jabodetabek bakar hutan australia natuna world war 3 reynhard sinaga wew,-1.0
217,beneran kayak parasite kalau dipikirpikir jakarta banjir dan timpang yang nyata,-1.0
218,makanya jaga bacot lo dennysiregar7 kemarin lo bilang kirim bu risma ke jkt soal banjir pasti beres noh jawab,-1.0
219,wagimandeep basukibtp ganjarpranowo andrinovsmg hoohh hajar terus mbeib sumpeh ane ga ade kata kata lag,-1.0
220,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
221,bangun prasarana kendali banjir pada empat sungai kendala sejak 2017 karena soal bebas lahan sungai ciliwu,-1.0
222,video hujan saat tinjau korban banjir jokowi pakai jas hujan kresek rp10 ribu,-1.0
223,mashedpotahoess halo saya bencana bot untuk lapor banjir di sekitar sila balas dengan,-1.0
224,tegas mendagri tito mukim puncak bogor sebab banjir jabodetabek,1.0
225,dari orba reformasi neo reformasi sampai orba 40 kartun ttg sebab banjir mungkin selalu sama narasi orang duga,-1.0
226,bersih lumpur pasca banjir di jl di panjaitan oleh sdbm jakarta timur,1.0
227,sangat tdk martabat beda dapat sila tp tdk elok saling ngejek seperti ini mau jadi apa negeri ini pers,1.0
228,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
229,yg lain padahal ga pakai jas hujan ini pakai jas hujan masih di payung,1.0
230,gin loh pak muin sebab banjir itu ada dua 1 karena ada aer 2 gabener gk becus tanggap anggota tugpp kait class,-1.0
231,korban tewas akibat banjir banyak di jabar kok ridwan kamil nggak dibully,-1.0
232,share gugat class action korban banjir dki jakarta di tahun 2020 pemprov dki amp anies baswedan nilai lalai amp tidak,-1.0
233,nenek 71 th tinggal dlm rumah sendiri di green ville blok bn pas banjir kemaren viralkan biar sampai ke mendagri pak,-1.0
234,kemenhub ungkap sebab banjir tol cikampek proyek kereta cepat jakarta bandung,1.0
235,salur air kampung yg guna trashblock nyaring sampah untuk cegah sumbat salur dan banjir,-1.0
236,hebat yah gubernur aniesbaswedan nyata turut aniesbaswedan dan buzzer 5m tak lama hanya 30 me,-1.0
237,diet suku suku paruh susah eh nak jaga makan benar tak susah kalau praktik dari sekarangkita pun tengah be,-1.0
238,kota bekas tetap status tanggap darurat bencana banjir dan tanah longsor 1 7 januari 2020,-1.0
239,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
240,al habib abu bakar bin hasan al attas az zabidi turun langsung salur makan bagi korban banjir nu depokon,-1.0
241,wilayah kemang jaksel jadi salah satu daerah yang landa banjir pada awal tahun 2020 namun aniesbaswedan sempat meny,-1.0
242,guntur romli edan anies baswedan sebar hoax kemang tidak banjir gubernur dki jakarta anies b,-1.0
243,kenapa si anjir muka nya lawak banget itu tuh lagi sedih baek lagi sedih,-1.0
244,banjir jakarta bakar hutan di australia mungkin ww iii masalah pulau natuna dan laut cina selatan ria ir,-1.0
245,anis repot serepotrepotnya kami layan rakyat repot kena banjir,-1.0
246,akhir akhir ini ujan dari jam 34 sore sampe 10 malem untung ga gampang banjir,1.0
247,salur air kampung yg guna trashblock nyaring sampah untuk cegah sumbat salur dan banjir,-1.0
248,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
249,ketua mpr ri bambang soesatyo alias bamsoet sempat makan sama dengan para ungsi korban banjir,-1.0
250,salah satu desa yg lewat rawan pks bogor saat tuju lokasi isolir dampak banjir bandang di kp sarongge desa cisarua,-1.0
251,banjir yang landa bekas beberapa hari lalu tidak hanya sisa lumpur tetapi juga sampah seperti salah satu sampah,-1.0
252,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
253,banjir bandang landa jumlah desa di lebak banten di awal tahun 19 sekolah dan 1410 rumah rusak ribu warga ungsi,-1.0
254,saya datang untuk pasti butuh warga dampak bencana penuh sebab bencana banjir bandang di lebak seperti pe,1.0
